row_id,product_id,category_id,factor_a_ratio,factor_b_ratio,factor_c_ratio,hydration_ratio,stickiness_score_0_10,oiliness_score_0_10,consistency_index,data_origin,is_empirical_ground_truth
wardah-lightening-day-cream-019,wardah-lightening-day-cream,moisturizing_cream,0.5633489424648278,0.2084430945985949,0.5395126634021209,1.0725323508590945,2.7863467197503713,2.414539971026504,21506.481439435716,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-020,wardah-lightening-day-cream,moisturizing_cream,0.19653731101599298,0.3966208175543988,0.6219745568445658,1.1394857169186356,3.1474902626930796,2.7935943280069107,21517.188747326298,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-021,wardah-lightening-day-cream,moisturizing_cream,0.4251758306409147,0.7758763473176996,0.40995606021825653,1.3408216500617427,3.9146831272484848,3.7231792266516734,19314.158211041988,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-022,wardah-lightening-day-cream,moisturizing_cream,0.2298268165312926,0.4216728218986081,0.8236301054557658,1.2046990550053647,3.5075056025171567,2.9837395800840767,26015.723366277656,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-023,wardah-lightening-day-cream,moisturizing_cream,0.60730431129203,0.3037128120052801,0.6891509425491161,1.1767486646840342,3.246205017894221,2.780542593021244,25528.249100089593,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-024,wardah-lightening-day-cream,moisturizing_cream,0.8067571361781389,0.5370397678402591,0.47292489571145646,1.28145878861849,3.634792680367932,3.3710644909505776,22367.963130564924,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-025,wardah-lightening-day-cream,moisturizing_cream,0.5873829664307114,0.522695904429906,0.8031340658131804,1.310731723948315,3.9746842273298166,3.4204637691018203,28512.36414351833,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-026,wardah-lightening-day-cream,moisturizing_cream,0.20355804459251506,0.8947316553275751,0.4457367884126481,1.3835779573112457,4.111884030938542,3.9029774965882345,19243.760487911342,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-027,wardah-lightening-day-cream,moisturizing_cream,0.42944174199913415,0.38310804145351207,0.15478587493883603,1.0760842088124565,2.6116790354700092,2.4605295366004927,12814.71100058756,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-028,wardah-lightening-day-cream,moisturizing_cream,0.4082136157685187,0.9190654597420189,0.2655137911060627,1.383870196694906,4.01134881295083,3.9337948275498498,16383.99471155418,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-029,wardah-lightening-day-cream,moisturizing_cream,0.4013794867013292,0.49324142487947825,0.5189548213923065,1.2097899898514672,3.3611539580024057,3.0552834334840444,20872.1657706106,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-030,wardah-lightening-day-cream,moisturizing_cream,0.18744774210738616,0.8975236522187053,0.5066096213689588,1.3974002000096641,4.1862277963665,3.937083325924264,20370.79466820805,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-031,wardah-lightening-day-cream,moisturizing_cream,0.1630352644871989,0.5643148076486202,0.24304556537641486,1.13321346369014,3.0024739551283504,2.8558159437386905,13813.375312121205,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-032,wardah-lightening-day-cream,moisturizing_cream,0.7231766698653598,0.24060853541579355,0.6034711644784361,1.1303995231270876,3.053254418316606,2.5681827615169652,23930.210974000598,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-033,wardah-lightening-day-cream,moisturizing_cream,0.24030853261496207,0.5841074058639255,0.9552351611584634,1.3338769629593639,4.122622523547003,3.4743014027285852,29349.565200529232,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-034,wardah-lightening-day-cream,moisturizing_cream,0.4400404765858616,0.34601938891696205,0.8999744744144863,1.2133836168083427,3.577737821952395,2.9975915425392343,29172.77291306009,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-035,wardah-lightening-day-cream,moisturizing_cream,0.4182145504508336,0.27041940557202915,0.684478967169601,1.1128254834177842,3.0791745317443797,2.5613980148552624,24087.903520566244,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-036,wardah-lightening-day-cream,moisturizing_cream,0.2866908419884993,0.8348247669837401,0.7805520875692562,1.4417256875755873,4.551233087649298,4.0526382891443475,26692.563495540802,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-037,wardah-lightening-day-cream,moisturizing_cream,0.7316877019666714,0.24504366971758737,0.1576891498438117,1.0426135661028004,2.520556667289321,2.238375362251399,13932.83988285879,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-038,wardah-lightening-day-cream,moisturizing_cream,0.5103291408567359,0.13162965895087755,0.6788440092224738,1.051005932352058,2.7822193679129064,2.2237614106382,24230.259798821207,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-039,wardah-lightening-day-cream,moisturizing_cream,0.3070392421811555,0.881629142140577,0.9587474890354475,1.5333792411323115,4.901236641650344,4.38255021316141,30835.69814736488,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-040,wardah-lightening-day-cream,moisturizing_cream,0.6964371323056929,0.41907309419409605,0.6400741069581111,1.2315250365686052,3.497611613378987,3.1077271322341766,25278.719941608524,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-041,wardah-lightening-day-cream,moisturizing_cream,0.7421455292069097,0.40974556836463144,0.7769697604013945,1.2661731627356125,3.713320201997212,3.2478763734753944,28785.852860930085,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-042,wardah-lightening-day-cream,moisturizing_cream,0.06836472028920791,0.6548582313067819,0.0667475951924545,1.126899153017583,2.8796483865811084,2.843242872389016,9915.244759490111,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-043,wardah-lightening-day-cream,moisturizing_cream,0.6501981343183123,0.288196926359449,0.8057746964174067,1.185562076982935,3.4247667373451867,2.857302445256653,28316.786647301753,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-044,wardah-lightening-day-cream,moisturizing_cream,0.045031621810060554,0.5134257016419572,0.6100107047750648,1.1934466723650383,3.364235347078533,2.9368538106848407,20720.637933172056,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-045,wardah-lightening-day-cream,moisturizing_cream,0.36427975565450366,0.8478399485304163,0.907763715666524,1.5025936072031265,4.794167859225157,4.232195791316274,29987.777560550294,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-046,wardah-lightening-day-cream,moisturizing_cream,0.4394842464803706,0.8569233435141164,0.09971591464754319,1.307059712671413,3.5482822598218537,3.696532528056676,12831.545579210411,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-047,wardah-lightening-day-cream,moisturizing_cream,0.7813789246670202,0.15113881751039163,0.6623589032193021,1.1094890301372722,2.9823775035415645,2.4428266731991637,25719.37223101886,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-048,wardah-lightening-day-cream,moisturizing_cream,0.35243064234200805,0.42557725059735,0.9284877660993458,1.258578582963473,3.7266753610271386,3.1509654181355846,29313.63288054815,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-049,wardah-lightening-day-cream,moisturizing_cream,0.47615882495082135,0.6159268456666616,0.7728395012837347,1.3478201971362065,4.135440271072634,3.637000228109899,27175.20975997898,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-050,wardah-lightening-day-cream,moisturizing_cream,0.6817961707286975,0.40931155041536493,0.25276525832977376,1.1355632899165673,2.9804617553493182,2.754418734099154,16281.146794679562,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-051,wardah-lightening-day-cream,moisturizing_cream,0.8826697953418841,0.6701227573149343,0.7378127666077768,1.4211155447631734,4.379375327361667,4.003598377525262,29388.99096409043,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-052,wardah-lightening-day-cream,moisturizing_cream,0.36912547844615584,0.29233553311534727,0.5277640849211928,1.083957189744298,2.8715101712069138,2.5096162840738603,20341.291301079513,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-053,wardah-lightening-day-cream,moisturizing_cream,0.9414372293501363,0.1907486867079392,0.4750428466701068,1.1134225416084969,2.907016718305212,2.468376523794988,22394.20113893754,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-054,wardah-lightening-day-cream,moisturizing_cream,0.6092210511981953,0.8740097083054333,0.4922053998208156,1.4525294412802194,4.318233632247591,4.193455091013612,22521.73927535873,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-055,wardah-lightening-day-cream,moisturizing_cream,0.6203623990202313,0.16329918422881823,0.7616294620767093,1.093754009688989,2.9824372666347525,2.480843470578867,26776.280664833877,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-056,wardah-lightening-day-cream,moisturizing_cream,0.8079347058858054,0.3089179779227034,0.8290741996600247,1.2185605826299548,3.5871039869191987,3.0400564045507,30149.682098723926,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-057,wardah-lightening-day-cream,moisturizing_cream,0.7502971704571445,0.7335182793475243,0.8351654847554488,1.4756860466060604,4.656081357997069,4.132409314988324,30814.776356279574,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-058,wardah-lightening-day-cream,moisturizing_cream,0.7265578398797767,0.8137832909029367,0.5759458057418078,1.4482466122146205,4.37336618406246,4.183981041803795,24910.28970026515,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-059,wardah-lightening-day-cream,moisturizing_cream,0.41391576492486387,0.4478715263620174,0.42849887746666576,1.1599591880275326,3.0997782680640227,2.835999364841381,18788.570431587337,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-060,wardah-lightening-day-cream,moisturizing_cream,0.7428008385869881,0.7569703737592317,0.47692187127560887,1.4013383698256046,4.096125715674828,3.966094907165179,22690.79533701704,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-061,wardah-lightening-day-cream,moisturizing_cream,0.07389544495056823,0.8704337776576433,0.4627769018496093,1.357079150603563,3.9781164312284822,3.754564212412072,18690.538061887404,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-062,wardah-lightening-day-cream,moisturizing_cream,0.902448556189003,0.4984955440408522,0.3265077417966864,1.2376462250649016,3.368413969474251,3.235584886352099,19333.666222081258,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-063,wardah-lightening-day-cream,moisturizing_cream,0.3311126661066402,0.3535281203189684,0.5985601851924114,1.1360287001241072,3.086804395933056,2.7307977923789886,21879.76742496998,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-064,wardah-lightening-day-cream,moisturizing_cream,0.18313049723710872,0.47517692414864243,0.3899062305950377,1.1357234420755662,3.0433738356603186,2.7043503261035253,16933.857259583096,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-065,wardah-lightening-day-cream,moisturizing_cream,0.8601638188254636,0.9018990386648997,0.7250258295512432,1.5596805948309982,4.913696873959288,4.668593711089433,29488.049581531846,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-066,wardah-lightening-day-cream,moisturizing_cream,0.27855030768602845,0.1458658876171151,0.148818070572683,0.9173593003421615,2.041951638497118,1.7668364482146424,11294.778897535421,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-067,wardah-lightening-day-cream,moisturizing_cream,0.7251221821292981,0.8135669701937117,0.09537666393256139,1.341701364945332,3.632785244616722,3.782680567163916,13829.553293717789,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-068,wardah-lightening-day-cream,moisturizing_cream,0.896874508711678,0.26584864512162776,0.06161412476433316,1.0716265968113916,2.546860998906135,2.337091079004231,12422.019625970137,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-069,wardah-lightening-day-cream,moisturizing_cream,0.11847044003246707,0.3663187941623982,0.21441146924265841,1.017460139553895,2.487092394194699,2.3009543087547364,12373.724376846942,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-070,wardah-lightening-day-cream,moisturizing_cream,0.3543542287531691,0.6982197090108606,0.9227352391774948,1.4168849392071483,4.4507895378605875,3.861537965915833,29883.42136888082,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-071,wardah-lightening-day-cream,moisturizing_cream,0.5806577254442816,0.7707525932145299,0.7876590558217157,1.4633448773636093,4.536489981171049,4.164228171744277,28711.340574383947,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-072,wardah-lightening-day-cream,moisturizing_cream,0.3467247041533373,0.506886122430164,0.8347397719029744,1.2902767618928463,3.813649366227613,3.273802285316279,27354.267292740948,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-073,wardah-lightening-day-cream,moisturizing_cream,0.7700524415250376,0.4892339827522459,0.25066591107680913,1.1982761715060286,3.2055802741687947,3.069990221505106,16825.95288113524,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-074,wardah-lightening-day-cream,moisturizing_cream,0.4709141976779906,0.7620079453837703,0.6754583644653572,1.411668241868837,4.247068966562629,3.917047442394933,25388.045716421107,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-075,wardah-lightening-day-cream,moisturizing_cream,0.7603426959590014,0.23117285316688008,0.3770247337033349,1.092556345930806,2.7852530821135026,2.411915487219916,18973.908376282525,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-076,wardah-lightening-day-cream,moisturizing_cream,0.6464728656360914,0.742325934865496,0.18199430746177256,1.3111279112451306,3.570367324548695,3.5719305621736597,15268.872019507759,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-077,wardah-lightening-day-cream,moisturizing_cream,0.9538169729062669,0.2513894191075806,0.6376854437445106,1.1684657058023609,3.223629357715315,2.7723014787440636,26403.316836121136,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-078,wardah-lightening-day-cream,moisturizing_cream,0.16891869969781595,0.560760195037307,0.7594816392973046,1.2684468598619338,3.7544459785041524,3.32124579945431,24776.32789290714,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-079,wardah-lightening-day-cream,moisturizing_cream,0.07915427326654079,0.34970178935751467,0.5865228277368013,1.1015225330446081,2.930469005276572,2.5233193849035755,20005.54230057312,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-080,wardah-lightening-day-cream,moisturizing_cream,0.5582242113828865,0.6369635407087845,0.6871076548867048,1.3447364036700575,4.050900030989769,3.6338364510568564,25935.04779771797,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-081,wardah-lightening-day-cream,moisturizing_cream,0.867917684022768,0.5798636302533534,0.5290129690769295,1.3308397380012067,3.8368795059732483,3.548078320106323,24133.481178742175,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-082,wardah-lightening-day-cream,moisturizing_cream,0.8357189122467013,0.5720645913978925,0.09204295080900778,1.2305190671463637,3.1747944653429507,3.199048564791636,13584.140669858314,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-083,wardah-lightening-day-cream,moisturizing_cream,0.39988331944510497,0.5544197011814844,0.3693048820669139,1.208513073739956,3.266045920981184,3.0599328129811942,17746.264583045595,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-084,wardah-lightening-day-cream,moisturizing_cream,0.4653475848935833,0.8896530786130462,0.28431415099449003,1.3801898645463542,3.9002697183792727,3.965750321428389,17117.879105636028,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-085,wardah-lightening-day-cream,moisturizing_cream,0.49403425769741427,0.8760603403671567,0.12020637621943772,1.3247520145594418,3.640503345143265,3.8202485466790637,13623.586590448254,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-086,wardah-lightening-day-cream,moisturizing_cream,0.7960097019702873,0.30729147576692856,0.15107811441148072,1.0907599532332153,2.635245527008508,2.4184216499425193,14128.996808725466,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-087,wardah-lightening-day-cream,moisturizing_cream,0.19614359913073656,0.5568763973136129,0.5292584470409343,1.2105038783714568,3.439245463175182,3.1132679406196164,19979.159310610085,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-088,wardah-lightening-day-cream,moisturizing_cream,0.25124839904736435,0.42415181858574974,0.0424262358151254,1.0356909861756813,2.438864148547203,2.3553400487152985,9637.475128478845,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-089,wardah-lightening-day-cream,moisturizing_cream,0.6913867632149109,0.41904199387171515,0.4092627903554196,1.1830048421449089,3.2477559749944795,2.970288156166139,19864.204318274176,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-090,wardah-lightening-day-cream,moisturizing_cream,0.4999101743680216,0.9106034861605783,0.7317347735590808,1.5233639170998479,4.770177973075389,4.335747647052208,27222.40957456157,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-091,wardah-lightening-day-cream,moisturizing_cream,0.6164378188347841,0.21591618561492104,0.8146246338456097,1.1472270426312543,3.2321153152349926,2.6820995238914804,28119.99571170144,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-092,wardah-lightening-day-cream,moisturizing_cream,0.8561627865946894,0.5594659345182074,0.5225345813366743,1.3112808707063497,3.730060246653886,3.4906897467593914,23806.001399360233,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-093,wardah-lightening-day-cream,moisturizing_cream,0.05623970726969002,0.14866350667806144,0.1296694241145714,0.8777593418860463,1.893290912195158,1.672865323207681,9891.092332931437,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-094,wardah-lightening-day-cream,moisturizing_cream,0.33604742266714704,0.4729711394617861,0.46273875472300824,1.1600511500876,3.202903547454383,2.912276631339629,19162.439817559705,SYNTHETIC_PROTOTYPE_DATA,False
wardah-lightening-day-cream-095,wardah-lightening-day-cream,moisturizing_cream,0.2478708378253011,0.20116552190988957,0.6154167294350552,1.039060320883206,2.6698326040623903,2.300018427205707,21208.42719905437,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-000,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.352,0.4693333333333333,0.3872,1.2025741439999997,3.20096256,2.792729066666667,17681.926506666667,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-001,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.15625213963582268,0.16835006558984086,0.46690305155246203,1.021551250807649,2.5585750821835633,1.9936991609625172,17483.7680815362,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-002,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.23769626379739411,0.3266885414673233,0.45388241560821774,1.1190491808477583,2.9490643455445085,2.3744885544548757,18205.248730701853,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-003,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.31375857056042733,0.6436027543148058,0.20919402281671567,1.2467090663665754,3.253708553087957,3.120479315598975,14038.335743035923,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-004,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.43322522544830017,0.4936936925452958,0.6115348970210379,1.2873746649029278,3.6151934222847943,3.1062769968710247,23047.65572762074,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-005,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.8926209969877335,0.9359433389059992,0.0510489516203685,1.4619385393598663,3.980285508191408,4.185518502459337,13985.745008230906,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-006,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.739956428920614,0.6237801680233619,0.3151775577975473,1.3364594387492124,3.6369709499437386,3.3696429879857543,18497.50034222628,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-007,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.6281108306121864,0.6550056817323725,0.83336959438923,1.443850766491004,4.448050970567289,3.889811563752741,29772.267258357533,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-008,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.7904226340160583,0.044013367315939904,0.503823477582566,1.062114991596262,2.649740182515503,1.9529719870825613,21855.81819836976,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-009,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.08421027024425042,0.8802081011323619,0.9194877983064992,1.5416103741797902,4.806536198223295,4.089724950448683,28283.122034959168,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-010,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.37017746946010865,0.8239751628873229,0.17443539251278128,1.3485867257928208,3.6849784539064547,3.585848921400308,14086.43945757121,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-011,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.24204177611333158,0.13741197839580238,0.18214472559244915,0.9480964935759795,2.1669995342580988,1.6889588200068113,11910.556855481484,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-012,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.12398209817267791,0.1562825186913999,0.6149000738624489,1.0325516301419815,2.6571407158177265,2.065981116401373,20414.776113222746,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-013,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.8372478643007122,0.04935244668143869,0.6856517262414453,1.087256245937699,2.8304029915096276,2.1139104761756493,26358.392238385317,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-014,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.6940415741882456,0.9510844602490565,0.08588726108671445,1.4510329806661346,4.000205566796216,4.086056128763178,13948.519133190144,SYNTHETIC_PROTOTYPE_DATA,False
emina-bright-stuff-moisturizing-cream-015,emina-bright-stuff-moisturizing-cream,moisturizing_cream,0.09533476531187009,0.6621206902762589,0.26682793948805533,1.243530509001808,3.3126061609434165,3.021207980960579,14097.048810993556,SYNTHETIC_PROTOTYPE_DATA,False
