row_id,study_id,product_system,data_origin,is_empirical_ground_truth,generation_method,source_doi,source_url,validation_role,critical_note,phytantriol_pct,soy_lecithin_pct,cct_pct,hydration_ratio,stickiness_score_0_10,oiliness_score_0_10,consistency_index
MERC_SYN_011,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.6610973382952023,0.47981609181984874,1.9024113832356562,1.4363813314858858,3.03097705869791,2.1052956987638995,26772.443469678412
MERC_SYN_012,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.42203157681147907,0.16277719414665676,0.728644213039308,1.4166107858269856,2.0329648611038995,1.5225481414464723,24409.875806139895
MERC_SYN_013,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.1227462072868537,1.943115088419365,3.809429291097574,1.5276326569138317,3.0332985205624747,2.911956721469954,28508.248077714725
MERC_SYN_014,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.4481107531307193,2.8995847258800707,2.0956392386304663,1.5872781035058812,4.092446082442468,2.742957318148976,28527.40875054536
MERC_SYN_015,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.634050341163355,0.556394741463413,1.6732618912047719,1.4411567760776585,2.383364717802147,2.019175579766707,25177.699701800302
MERC_SYN_016,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.0078281770415958,0.5346029163880958,4.744168038231838,1.4397978378659617,1.8442061365540785,1.8208182337418366,25460.283351704184
MERC_SYN_017,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.878385844667426,0.3635522282433338,1.295980916672136,1.4291311169532543,3.2752220330712127,2.107480639254746,26781.69062777176
MERC_SYN_018,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.7031303463043028,0.7245888872707555,3.314462530737328,1.4516453630102044,2.3230239251172717,2.205027617517238,25487.649500197986
MERC_SYN_019,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.012183775445981,1.3114741762110804,2.9028506970990744,1.488243529628523,2.9366208845290607,2.644514379780791,27469.784893935088
MERC_SYN_020,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.9707464236754357,0.11978741171636148,0.5801698690467133,1.4139299429946324,2.3195242705484587,1.1342346679167934,25651.52263625785
MERC_SYN_021,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.3757102768862599,1.2663975886992298,3.0383163654870513,1.485432553631284,3.0894331223354867,2.943544178534988,26022.345731057725
MERC_SYN_022,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.2359959857906264,1.8784518192676278,3.5477770345468995,1.5236002554495294,3.062182080633654,2.802011302024882,27663.714747424405
MERC_SYN_023,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.3599589748634697,1.5184683479409746,0.2220176049300407,1.501151686177599,3.572994966611771,2.9192002657516034,28072.812005285272
MERC_SYN_024,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.9006306121746253,2.4346283409534926,4.812652680459927,1.5582834233418599,2.8818479772371517,2.7410212556969014,29056.478598851994
MERC_SYN_025,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.07099906822915453,2.97082671452428,0.7021059618253989,1.591720753917734,4.756697238012807,2.9850529688499785,28316.014298330472
MERC_SYN_026,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.7270047476201051,0.9343300765471141,1.3352013665969102,1.464724823573478,2.844576097112334,2.43260408245637,25821.65268539332
MERC_SYN_027,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.552608922693949,1.7530145296311614,0.7677609725635037,1.5157779860677991,3.724380384839133,3.053286825367092,26899.724493985763
MERC_SYN_028,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.96326447576509,1.178274119964699,1.3899425340713767,1.4799371741209986,3.7566019026982738,3.165969584674648,28072.470101653347
MERC_SYN_029,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.3936766033598665,2.6559860920065823,3.1907844101261746,1.5720872926975304,3.931909077622386,2.9705976944201735,28116.969010878045
MERC_SYN_030,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.187844528319814,1.4174526257108124,4.424807542700204,1.4948523457393263,2.825832761041906,2.779373951566932,27776.50696853653
MERC_SYN_031,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.5240393807440225,2.6209301193828347,2.2235792936866523,1.5699012022447136,3.326904547601365,2.5897103687005343,29017.70616778784
MERC_SYN_032,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.421189889825364,2.869632048472785,2.263432966027646,1.5854102545427629,3.2031991639567896,2.684333056944699,30146.417433897976
MERC_SYN_033,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.3512584030265893,1.8310865216533778,3.9333983076702665,1.5206465554903046,2.957911065324073,2.7799909387748953,27690.031112762445
MERC_SYN_034,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.8342730545265855,1.2357308959074813,0.6592200348066107,1.4835201786687906,3.7613518215964246,3.091375462025725,28049.678085809468
MERC_SYN_035,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.628282389739503,2.488415039301914,3.6375316987946786,1.5616375618508673,3.088918962223408,2.6685845426040036,28907.306422335005
MERC_SYN_036,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.2822310257158807,0.8708165855159142,3.9069670129772667,1.4607641222727723,2.324087202635651,2.1831939721146143,26194.81067595706
MERC_SYN_037,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.448169218071196,0.9536598929358787,0.646976548557775,1.4659302309234814,3.331750509273247,2.551919884969384,27301.97973707428
MERC_SYN_038,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.786810309425737,1.5894321774248668,0.23424043774926295,1.5055769905842147,3.404031861756658,2.7330712582121426,27695.689846038807
MERC_SYN_039,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.154317362141951,1.099959438471637,1.6452806057432112,1.4750534705830913,3.077946702207069,2.53561186572672,27273.116655273756
MERC_SYN_040,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.3073292609181246,2.7839915457983375,3.2438267678053445,1.5800697127959844,3.071454634595617,2.690010459361258,29922.24440332591
MERC_SYN_041,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,0.7633365691399263,2.800494203436958,4.45148147479578,1.5810988185263286,3.43147081623498,2.641012063045896,28644.94250984002
MERC_SYN_042,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.068343840672936,1.2014941383475959,0.9250106344628493,1.481385174467356,3.0719906741711145,2.539918655931885,26509.294677610695
MERC_SYN_043,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.8692396934535775,1.5554780095294494,0.47934126148235195,1.5034596086742564,3.368120967938126,2.736909499998624,27714.388517493455
MERC_SYN_044,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.6077434000748436,2.9490449712930373,0.8709509316815645,1.5903624444098339,3.415553937755848,2.737221581283487,30422.5705825441
MERC_SYN_045,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.5864453527153983,0.9758508516251703,0.3508485684795623,1.4673140591073457,2.9851484955988807,2.280463808425868,26608.524755528484
MERC_SYN_046,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,2.6787392638718472,0.5871642833806663,1.1223388923888324,1.4430755647116182,3.2392692221672243,2.2730032646229885,26947.96330785072
MERC_SYN_047,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.0506436323306987,2.260817824396815,0.9825061688577247,1.5474445995293853,3.6554857688150895,2.815824814718817,28079.611267305754
MERC_SYN_048,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.9239777610884987,1.0798010459459473,2.547243884219879,1.4737963932251892,2.8275566570932114,2.4358519712708704,27048.712585223806
MERC_SYN_049,MERCURIO_2020_P2,Topical cosmetic emulsion,MODEL_GENERATED_PUBLISHED_EQUATION,False,LATIN_HYPERCUBE_WITHIN_PUBLISHED_FACTOR_RANGE,10.1590/S2175-97902020000318502,https://www.scielo.br/j/bjps/a/MxDgqHGqq43Rn4VMDgcRqyw/?format=pdf&lang=en,NOT_INDEPENDENT_VALIDATION,Synthetic interpolation from author-published response equations; NOT a new lab measurement.,1.0366194165106886,0.3872103364333439,0.005960917478086969,1.4306064365799833,2.378414806089433,1.5896245863406366,25263.9939614242
